Code,Description,Work Type,Labor Hours,FRT
10010500101,Bracket - Tail Lamp - LH (Model YL),Remove and Install,0.42,0.42
10010500102,Bracket - Tail Lamp - LH (Model YL),Remove and Replace,0.42,0.42
1001050101,Lower Rear Fascia,Remove and Install,0.66,0.66
1001050102,Lower Rear Fascia,Remove and Replace,0.66,0.66
10010501601,Assembly - Fascia and Diffuser - Rear,Remove and Install,0.36,0.36
10010501701,Fascia Assembly - Rear - Partially Remove (Mobile Only),Remove and Install,0.3,0.3
10010501702,Rear Fascia Assy Partially remove (Mobile Only),Remove and Replace,0.0,0.0
10010502301,Side Insert - Rear Fascia - LH (Performance),Remove and Install,0.42,0.42
10010502302,Side Insert - Rear Fascia - LH (Performance),Remove and Replace,0.42,0.42
10010502401,Side Insert - Rear Fascia - RH (Performance),Remove and Install,0.42,0.42
10010502402,Side Insert - Rear Fascia - RH (Performance),Remove and Replace,0.42,0.42
10010502501,Rear Upper Fascia - LH (Performance),Remove and Install,0.48,0.48
10010502502,NV36 Performance Body - Bumper and Fascia - Rear Bumper Fascia - Rear Upper Fascia - LH (RR),Remove and Replace,0.48,0.48
10010502601,Rear Upper Fascia - RH (Performance),Remove and Install,0.48,0.48
10010502602,Rear Upper Fascia - RH (Performance),Remove and Replace,0.48,0.48
10010502701,Rear Lower Fascia (Performance),Remove and Install,0.78,0.78
10010502702,Rear Lower Fascia (Performance),Remove and Replace,0.78,0.78
10010502801,Splitter - Rear Fascia (Performance),Remove and Install,0.42,0.42
10010502802,Splitter - Rear Fascia (Performance),Remove and Replace,0.42,0.42
10010502901,Tow Hitch Cover (Performance),Remove and Install,0.06,0.06
10010502902,Tow Hitch Cover (Performance),Remove and Replace,0.06,0.06
10010503001,Lower Tow Hitch Cover (Performance),Remove and Install,0.06,0.06
10010503002,Lower Tow Hitch Cover (Performance),Remove and Replace,0.06,0.06
1001050301,Rear Wing Bracket - LH,Remove and Install,0.42,0.42
1001050302,Rear Wing Bracket - LH,Remove and Replace,0.42,0.42
1001050401,Rear Wing Bracket - RH,Remove and Install,0.42,0.42
1001050402,Rear Wing Bracket - RH,Remove and Replace,0.42,0.42
1001050501,Tail Lamp Bracket LH,Remove and Install,0.4,0.4
1001050502,Tail Lamp Bracket LH,Remove and Replace,0.4,0.4
1001050701,Tow Hitch Cover,Remove and Install,0.05,0.05
1001050702,Tow Hitch Cover,Remove and Replace,0.05,0.05
1001050801,Rear Wing Bracket - RH,Remove and Install,0.42,0.42
1001050802,Rear Wing Bracket - RH,Remove and Replace,0.42,0.42
1001050901,Tail Lamp Bracket RH,Remove and Install,0.4,0.4
1001050902,Tail Lamp Bracket RH,Remove and Replace,0.4,0.4
1001060101,Rear Bumper Beam,Remove and Install,0.4,0.4
1001060102,Rear Bumper Beam,Remove and Replace,0.4,0.4
10011069,Fascia Front Replacement And Paint-CN Only,Paint Work,2.99,2.99
10011070,Fascia Front Replacement And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Replace,0.96,0.96
10011071,Fascia Front Replacement And Paint - Sealer Spary-CN Only,Refinish,0.52,0.52
10011072,Fascia Front Replacement And Paint - Sealer Sanding-CN Only,Refinish,0.51,0.51
10011073,Fascia Front Replacement And Paint - Painting-CN Only,Paint Work,0.59,0.59
10011074,Fascia Front Replacement And Paint - Polishing-CN Only,Paint Work,0.41,0.41
10011075,Fascia Front Removal Refit And Paint-CN Only,Paint Work,3.4,3.4
10011076,Fascia Front Removal Refit And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Install,0.95,0.95
10011077,Fascia Front Removal Refit And Paint - Sealer Spary-CN Only,Refinish,0.39,0.39
10011079,Fascia Front Removal Refit And Paint - Painting-CN Only,Paint Work,0.68,0.68
10011080,Fascia Front Removal Refit And Paint - Polishing-CN Only,Paint Work,0.47,0.47
10011081,Fender Assembly Front LH Replacement And Paint-CN Only,Paint Work,3.04,3.04
10011082,Fender Assembly Front LH Replacement And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Replace,0.96,0.96
10011083,Fender Assembly Front LH Replacement And Paint - Sealer Spary-CN Only,Refinish,0.54,0.54
10011084,Fender Assembly Front LH Replacement And Paint - Sealer Sanding-CN Only,Refinish,0.52,0.52
10011085,Fender Assembly Front LH Replacement And Paint - Painting-CN Only,Paint Work,0.6,0.6
10011086,Fender Assembly Front LH Replacement And Paint - Polishing-CN Only,Paint Work,0.42,0.42
10011087,Fender Assembly Front LH Removal Refit And Paint-CN Only,Paint Work,3.44,3.44
10011089,Fender Assembly Front LH Removal Refit And Paint - Sealer Spary-CN Only,Refinish,0.37,0.37
10011090,Fender Assembly Front LH Removal Refit And Paint - Sealer Sanding-CN Only,Refinish,0.36,0.36
10011091,Fender Assembly Front LH Removal Refit And Paint - Painting-CN Only,Paint Work,0.73,0.73
10011092,Fender Assembly Front LH Removal Refit And Paint - Polishing-CN Only,Paint Work,0.5,0.5
10011093,Fender Assembly Front RH Replacement And Paint-CN Only,Paint Work,3.04,3.04
10011094,Fender Assembly Front RH Replacement And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Replace,0.96,0.96
10011095,Fender Assembly Front RH Replacement And Paint - Sealer Spary-CN Only,Refinish,0.54,0.54
10011096,Fender Assembly Front RH Replacement And Paint - Sealer Sanding-CN Only,Refinish,0.52,0.52
10011097,Fender Assembly Front RH Replacement And Paint - Painting-CN Only,Paint Work,0.6,0.6
10011098,Fender Assembly Front RH Replacement And Paint - Polishing-CN Only,Paint Work,0.42,0.42
10011099,Fender Assembly Front RH Removal Refit And Paint-CN Only,Paint Work,3.44,3.44
10011100,Fender Assembly Front RH Removal Refit And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Install,0.96,0.96
10011103,Fender Assembly Front RH Removal Refit And Paint - Painting-CN Only,Paint Work,0.73,0.73
10011104,Fender Assembly Front RH Removal Refit And Paint - Polishing-CN Only,Paint Work,0.5,0.5
10011105,Hood Assembly Replacement And Paint-CN Only,Paint Work,3.18,3.18
10011106,Hood Assembly Replacement And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Replace,0.25,0.25
10011107,Hood Assembly Replacement And Paint - Sealer Spary-CN Only,Refinish,0.76,0.76
10011109,Hood Assembly Replacement And Paint - Painting-CN Only,Paint Work,0.85,0.85
10011110,Hood Assembly Replacement And Paint - Polishing-CN Only,Paint Work,0.59,0.59
100111123,Putty filler (L)-CN Only,Refinish,1.44,1.44
100111124,Steel Cosmetic (S)-CN Only,Repair,1.0,1.0
100111125,Steel Cosmetic (M)-CN Only,Repair,1.5,1.5
100111126,Steel Cosmetic (L)-CN Only,Repair,2.5,2.5
100111127,Alumiunm Cosmetic (S)-CN Only,Repair,1.0,1.0
100111128,Alumiunm Cosmetic (M)-CN Only,Repair,1.5,1.5
100111129,Alumiunm Cosmetic (L)-CN Only,Repair,2.5,2.5
10011113,Hood Assembly Removal Refit And Paint - Sealer Spary-CN Only,Refinish,0.43,0.43
100111130,Alumiunm Cosmetic (XL)-CN Only,Repair,3.0,3.0
100111131,Plastic cosmetic (S)-CN Only,Repair,0.5,0.5
100111132,Plastic cosmetic (M)-CN Only,Repair,1.0,1.0
100111133,Plastic cosmetic (L)-CN Only,Repair,1.5,1.5
100111134,test ,Repair,0.5,0.5
10011114,Hood Assembly Removal Refit And Paint - Sealer Sanding-CN Only,Refinish,0.41,0.41
10011115,Hood Assembly Removal Refit And Paint - Painting-CN Only,Paint Work,0.79,0.79
10011116,Hood Assembly Removal Refit And Paint - Polishing-CN Only,Paint Work,0.54,0.54
10011117,Front Door RH Replacement And Paint-CN Only,Paint Work,3.72,3.72
10011118,Front Door RH Replacement And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Replace,1.52,1.52
10011119,Front Door RH Replacement And Paint - Sealer Spary-CN Only,Refinish,0.57,0.57
10011120,Front Door RH Replacement And Paint - Sealer Sanding-CN Only,Refinish,0.55,0.55
10011123,Front Door RH Removal Refit And Paint-CN Only,Paint Work,3.76,3.76
10011124,Front Door RH Removal Refit And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Install,1.07,1.07
10011125,Front Door RH Removal Refit And Paint - Sealer Spary-CN Only,Refinish,0.43,0.43
10011126,Front Door RH Removal Refit And Paint - Sealer Sanding-CN Only,Refinish,0.42,0.42
10011127,Front Door RH Removal Refit And Paint - Painting-CN Only,Paint Work,0.78,0.78
10011128,Front Door RH Removal Refit And Paint - Polishing-CN Only,Paint Work,0.54,0.54
10011129,Rear Door LH Replacement And Paint-CN Only,Paint Work,3.64,3.64
10011130,Rear Door LH Replacement And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Replace,1.34,1.34
10011131,Rear Door LH Replacement And Paint - Sealer Spary-CN Only,Refinish,0.6,0.6
10011132,Rear Door LH Replacement And Paint - Sealer Sanding-CN Only,Refinish,0.57,0.57
10011133,Rear Door LH Replacement And Paint - Painting-CN Only,Paint Work,0.67,0.67
10011134,Rear Door LH Replacement And Paint - Polishing-CN Only,Paint Work,0.46,0.46
10011135,Rear Door LH Removal Refit And Paint-CN Only,Paint Work,4.07,4.07
10011136,Rear Door LH Removal Refit And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Install,1.18,1.18
10011137,Rear Door LH Removal Refit And Paint - Sealer Spary-CN Only,Refinish,0.48,0.48
10011138,Rear Door LH Removal Refit And Paint - Sealer Sanding-CN Only,Refinish,0.47,0.47
10011139,Rear Door LH Removal Refit And Paint - Painting-CN Only,Paint Work,0.84,0.84
10011140,Rear Door LH Removal Refit And Paint - Polishing-CN Only,Paint Work,0.58,0.58
10011141,Rear Door RH Replacement And Paint-CN Only,Paint Work,3.64,3.64
10011142,Rear Door RH Replacement And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Replace,1.34,1.34
10011143,Rear Door RH Replacement And Paint - Sealer Spary-CN Only,Refinish,0.6,0.6
10011144,Rear Door RH Replacement And Paint - Sealer Sanding-CN Only,Refinish,0.57,0.57
10011145,Rear Door RH Replacement And Paint - Painting-CN Only,Paint Work,0.67,0.67
10011146,Rear Door RH Replacement And Paint - Polishing-CN Only,Paint Work,0.46,0.46
10011147,Rear Door RH Removal Refit And Paint-CN Only,Paint Work,4.27,4.27
10011148,Rear Door RH Removal Refit And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Install,1.38,1.38
10011149,Rear Door RH Removal Refit And Paint - Sealer Spary-CN Only,Refinish,0.48,0.48
10011150,Rear Door RH Removal Refit And Paint - Sealer Sanding-CN Only,Refinish,0.47,0.47
10011151,Rear Door RH Removal Refit And Paint - Painting-CN Only,Paint Work,0.84,0.84
10011152,Rear Door RH Removal Refit And Paint - Polishing-CN Only,Paint Work,0.58,0.58
10011153,Quarter Outer Skin LH Removal Refit And Paint-CN Only,Paint Work,3.85,3.85
10011154,Quarter Outer Skin LH Removal Refit And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Install,0.96,0.96
10011155,Quarter Outer Skin LH Removal Refit And Paint - Sealer Spary-CN Only,Refinish,0.48,0.48
10011156,Quarter Outer Skin LH Removal Refit And Paint - Sealer Sanding-CN Only,Refinish,0.47,0.47
10011157,Quarter Outer Skin LH Removal Refit And Paint - Painting-CN Only,Paint Work,0.84,0.84
10011158,Quarter Outer Skin LH Removal Refit And Paint - Polishing-CN Only,Paint Work,0.58,0.58
10011159,Quarter Outer Skin RH Removal Refit And Paint-CN Only,Paint Work,3.36,3.36
10011160,Quarter Outer Skin RH Removal Refit And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Install,0.47,0.47
10011161,Quarter Outer Skin RH Removal Refit And Paint - Sealer Spary-CN Only,Refinish,0.48,0.48
10011162,Quarter Outer Skin RH Removal Refit And Paint - Sealer Sanding-CN Only,Refinish,0.47,0.47
10011163,Quarter Outer Skin RH Removal Refit And Paint - Painting-CN Only,Paint Work,0.84,0.84
10011164,Quarter Outer Skin RH Removal Refit And Paint - Polishing-CN Only,Paint Work,0.58,0.58
10011165,Trunk Replacement And Paint-CN Only,Paint Work,5.26,5.26
10011166,Trunk Replacement And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Replace,2.55,2.55
10011167,Trunk Replacement And Paint - Sealer Spary-CN Only,Refinish,0.63,0.63
10011168,Trunk Replacement And Paint - Sealer Sanding-CN Only,Refinish,0.6,0.6
10011169,Trunk Replacement And Paint - Painting-CN Only,Paint Work,0.7,0.7
10011170,Trunk Replacement And Paint - Polishing-CN Only,Paint Work,0.48,0.48
10011171,Trunk Removal Refit And Paint-CN Only,Paint Work,3.71,3.71
10011172,Trunk Removal Refit And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Install,1.09,1.09
10011173,Trunk Removal Refit And Paint - Sealer Spary-CN Only,Refinish,0.44,0.44
10011174,Trunk Removal Refit And Paint - Sealer Sanding-CN Only,Refinish,0.43,0.43
10011175,Trunk Removal Refit And Paint - Painting-CN Only,Paint Work,0.73,0.73
10011176,Trunk Removal Refit And Paint - Polishing-CN Only,Paint Work,0.5,0.5
10011189,Fascia Front Removal Refit And Paint - Sealer Sanding-CN Only,Refinish,0.38,0.38
10011190,Fender Assembly Front LH Removal Refit And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Install,0.96,0.96
10011191,Fender Assembly Front RH Removal Refit And Paint - Sealer Spary-CN Only,Refinish,0.37,0.37
10011192,Fender Assembly Front RH Removal Refit And Paint - Sealer Sanding-CN Only,Refinish,0.36,0.36
10011193,Hood Assembly Replacement And Paint - Sealer Sanding-CN Only,Refinish,0.73,0.73
10011194,Hood Assembly Removal Refit And Paint-CN Only,Paint Work,2.95,2.95
10011195,Hood Assembly Removal Refit And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Install,0.25,0.25
10011196,Front Door RH Replacement And Paint - Painting-CN Only,Paint Work,0.64,0.64
10011197,Front Door RH Replacement And Paint - Polishing-CN Only,Paint Work,0.44,0.44
10011199,Putty filler (S)-CN Only,Refinish,0.52,0.52
10011200,Putty filler (M)-CN Only,Refinish,1.13,1.13
10011203,Trunk Replacement And Paint - Glass Incl. Disassembly & Install-CN Only,Remove and Install,0.3,0.3
10011204,LH corner of the rear fascia Replacement And Paint-CN Only,Paint Work,2.08,2.08
10011205,LH corner of the rear fascia Replacement And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Replace,0.4,0.4
10011206,LH corner of the rear fascia Replacement And Paint - Sealer Spary-CN Only,Refinish,0.44,0.44
10011207,LH corner of the rear fascia Replacement And Paint - Sealer Sanding-CN Only,Refinish,0.42,0.42
10011208,LH corner of the rear fascia Replacement And Paint - Painting-CN Only,Paint Work,0.49,0.49
10011209,LH corner of the rear fascia Replacement And Paint - Polishing-CN Only,Paint Work,0.34,0.34
10011210,LH corner of the rear fascia Replacement And Paint-CN Only,Paint Work,1.96,1.96
10011213,LH corner of the rear fascia Replacement And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Install,0.4,0.4
10011214,LH corner of the rear fascia Replacement And Paint - Sealer Spary-CN Only,Refinish,0.18,0.18
10011215,LH corner of the rear fascia Replacement And Paint - Sealer Sanding-CN Only,Refinish,0.17,0.17
10011216,LH corner of the rear fascia Replacement And Paint - Painting-CN Only,Paint Work,0.41,0.41
10011217,LH corner of the rear fascia Replacement And Paint - Polishing-CN Only,Paint Work,0.28,0.28
10011218,RH corner of the rear fascia Replacement And Paint-CN Only,Paint Work,2.08,2.08
10011219,RH corner of the rear fascia Replacement And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Replace,0.4,0.4
10011220,RH corner of the rear fascia Replacement And Paint - Sealer Spary-CN Only,Refinish,0.44,0.44
