Code,Description,Work Type,Labor Hours,FRT
10108808,Tesla Body Repair - Sublet,Body Shop,0.0,0.0
10109008,Structural Body Repair,Repair,0.0,0.0
10109108,Non-Structural Body Repair,Restore,0.0,0.0
10109608,Tesla Body Repair - Insurance Pay,Body Shop,0.0,0.0
10182019,Customer Generated Quote - Issue (Transaction) Resolved - Bound,General diagnosis conclusion,0.0,0.0
10200108,Glass Chip Repair - Windshield,Restore,0.54,0.54
10200118,Glass Scratch Repair - Windshield,Restore,0.3,0.3
10200128,Windshield Chip Repair (EMEA),Restore,0.54,0.54
10200201,Windshield (Vehicles with 1st Generation Autopilot Hardware) (Remove & Install),Remove and Install,2.4,2.4
10200202,Windshield (Vehicles with 1st Generation Autopilot Hardware) (Remove & Replace),Remove and Replace,2.4,2.4
10200301,Windshield (Vehicles with 2nd Generation or Later Autopilot Hardware) (Remove & Install),Remove and Install,2.4,2.4
10200302,Windshield (Vehicles with 2nd Generation or Later Autopilot Hardware) (Remove & Replace),Remove and Replace,2.4,2.4
10200348,Clean Forward Camera View (Precision Cleaning of Inboard Glass),Restore,0.42,0.42
10200601,Sensor Light/Rain (Vehicles with 1st Generation Autopilot Hardware) (Remove & Install),Remove and Install,0.55,0.55
10200602,Sensor Light/Rain (Vehicles with 1st Generation Autopilot Hardware) (Remove & Replace),Remove and Replace,0.66,0.66
10200701,Sensor - HVAC - Light/Temperature/Humidity (Remove & Install),Remove and Install,0.45,0.45
10200702,Sensor - HVAC - Light/Temperature/Humidity (Remove & Replace),Remove and Replace,0.54,0.54
10203001,Glass - Rear Quarter - LH (Remove & Install),Remove and Install,1.02,1.02
10203002,Glass - Rear Quarter - LH (Remove & Replace),Remove and Replace,0.78,0.78
10203101,Glass - Rear Quarter - RH (Remove & Install),Remove and Install,1.02,1.02
10203102,Glass - Rear Quarter - RH (Remove & Replace),Remove and Replace,0.78,0.78
10204001,Liftgate Glass (Remove & Install),Remove and Install,2.22,2.22
10204002,Liftgate Glass (Remove & Replace),Remove and Replace,1.98,1.98
10204201,Liftgate Glass (Passive Spoiler) (Remove & Install),Remove and Install,1.45,1.45
10204202,Liftgate Glass (Passive Spoiler) (Remove and Replace) (Requires Urethane and Primer),Remove and Replace,1.8,1.8
10204301,Cover - Stanchion Collar - Backlight - LH (Remove & Install),Remove and Install,1.9,1.9
10204302,Cover - Stanchion Collar - Backlight - LH (Remove & Replace),Remove and Replace,2.28,2.28
10204401,Cover - Stanchion Collar - Backlight - RH (Remove & Install),Remove and Install,1.9,1.9
10204402,Cover - Stanchion Collar - Backlight - RH (Remove & Replace),Remove and Replace,2.28,2.28
10206001,Sensor - HVAC - Windshield (Remove & Install),Remove and Install,0.2,0.2
10206002,Sensor - HVAC - Windshield (Remove & Replace),Remove and Replace,0.24,0.24
10209000,Secondary Image Separation Test,Inspection,0.1,0.1
1027521,Assistance with Refund of Reservation,Test/Adjust,0.0,0.0
10300020,Touch Up Paint - Apply,Paint Work,0.2,0.2
10300250,Paint Defects - Denib/Polish,Test/Adjust,0.25,0.25
10302008,Clean Up Water Ingress,Restore,0.0,0.0
10303025,Dent Repair - Paintless - 0.25,Paint Work,0.3,0.3
10303050,Dent Repair - Paintless - 0.5,Paint Work,0.6,0.6
10303100,Dent Repair - Paintless - 1,Paint Work,1.2,1.2
10400100102,"ASY, B PILLAR HEADER UPR, RIGHT, SERVICE",Remove and Replace,3.48,3.48
10400100202,ASSEMBLY - REAR HEADER,Remove and Replace,3.0,3.0
10400100302,ASSEMBLY B PILLAR HEADER UPPER LEFT HAND,Remove and Replace,3.48,3.48
10401001,Closing Plate - Spine (Remove & Install),Remove and Install,1.55,1.55
10401002,Closing Plate - Spine (Remove & Replace),Remove and Replace,1.86,1.86
10403001,Applique - Spine - Center (Remove & Install),Remove and Install,1.1,1.1
10403002,Applique - Spine - Center (Remove & Replace),Remove and Replace,1.02,1.02
10403011,Applique - Spine - Center (Pre June 2016) (Remove & Install),Remove and Install,1.3,1.3
10403012,Applique - Spine - Center (Pre June 2016) (Remove & Replace),Remove and Replace,1.56,1.56
11010004,Adjustment: Moving Glass,Test/Adjust,0.5,0.5
11330301,Hinge - Hood - LH (Remove & Install),Remove and Install,0.3,0.3
11330302,Hinge - Hood - LH (Remove & Replace),Remove and Replace,0.3,0.3
11330401,Hinge - Hood - RH (Remove & Install),Remove and Install,0.3,0.3
11330401832,Diagnosis: Falcon Door Ultrasonic ,Diagnosis Only,0.6,0.6
11330402,Hinge - Hood - RH (Remove & Replace),Remove and Replace,0.3,0.3
11330501,Gas Strut - Hood - LH (Remove & Install),Remove and Install,0.06,0.06
11330502,Gas Strut - Hood - LH (Remove & Replace),Remove and Replace,0.06,0.06
11330601,Gas Strut - Hood - RH (Remove & Install),Remove and Install,0.06,0.06
11330602,Gas Strut - Hood - RH (Remove & Replace),Remove and Replace,0.06,0.06
1133070041,Bump Stop - Overslam - Liftgate,Remove and Install,0.06,0.06
1133070042,Bump Stop - Overslam - Liftgate,Remove and Replace,0.06,0.06
11330701,C-Clips - Strut - Hood - LH (Remove & Install),Remove and Install,0.05,0.05
11330702,C-Clips - Strut - Hood - LH (Remove and Replace),Remove and Replace,0.06,0.06
11330721,C-Clips - Strut - Liftgate - LH (Remove & Install),Remove and Install,0.05,0.05
11330722,C-Clips - Strut - Liftgate - LH (Remove and Replace),Remove and Replace,0.06,0.06
11330821,C-Clips - Strut - Liftgate - RH (Remove & Install),Remove and Install,0.05,0.05
11330822,C-Clips - Strut - Liftgate - RH (Remove and Replace),Remove and Replace,0.06,0.06
11331001,Strut - Rear Door - Primary - LH - Forward (Remove & Install),Remove and Install,0.2,0.2
11331002,Strut - Rear Door - Primary - LH - Forward (Remove & Replace),Remove and Replace,0.24,0.24
11331101,Strut - Rear Door - Primary - LH - Rear (Remove & Install),Remove and Install,0.2,0.2
11331102,Strut - Rear Door - Primary - LH - Rear (Remove & Replace),Remove and Replace,0.24,0.24
11331201,Strut - Rear Door - Primary - LH - Pair (Remove & Install),Remove and Install,0.25,0.25
11331202,Strut - Rear Door - Primary - LH - Pair (Remove & Replace),Remove and Replace,0.3,0.3
11331301,Strut - Rear Door - Primary - RH - Forward (Remove & Install),Remove and Install,0.2,0.2
11331302,Strut - Rear Door - Primary - RH - Forward (Remove & Replace),Remove and Replace,0.24,0.24
11331401,Strut - Rear Door - Primary - RH - Rear (Remove & Install),Remove and Install,0.2,0.2
11331402,Strut - Rear Door - Primary - RH - Rear (Remove & Replace),Remove and Replace,0.24,0.24
11331501,Strut - Rear Door - Primary - RH - Pair (Remove & Install),Remove and Install,0.25,0.25
11331502,Strut - Rear Door - Primary - RH - Pair (Remove & Replace),Remove and Replace,0.3,0.3
11331601,Strut - Rear Door - Secondary - LH - Forward (Remove & Install),Remove and Install,0.15,0.15
11331602,Strut - Rear Door - Secondary - LH - Forward (Remove & Replace),Remove and Replace,0.18,0.18
11331701,Strut - Rear Door - Secondary - LH - Rear (Remove & Install),Remove and Install,0.15,0.15
11331702,Strut - Rear Door - Secondary - LH - Rear (Remove & Replace),Remove and Replace,0.18,0.18
11331801,Strut - Rear Door - Secondary - LH - Pair (Remove & Install),Remove and Install,0.2,0.2
11331802,Strut - Rear Door - Secondary - LH - Pair (Remove & Replace),Remove and Replace,0.24,0.24
11331901,Strut - Rear Door - Secondary - RH - Forward (Remove & Install),Remove and Install,0.15,0.15
11331902,Strut - Rear Door - Secondary - RH - Forward (Remove & Replace),Remove and Replace,0.18,0.18
11332001,Strut - Rear Door - Secondary - RH - Rear (Remove & Install),Remove and Install,0.15,0.15
11332002,Strut - Rear Door - Secondary - RH - Rear (Remove & Replace),Remove and Replace,0.18,0.18
11332101,Strut - Rear Door - Secondary - RH - Pair (Remove & Install),Remove and Install,0.2,0.2
11332102,Strut - Rear Door - Secondary - RH - Pair (Remove & Replace),Remove and Replace,0.24,0.24
11332201,Pop Actuator - Front Door - LH (Remove & Install),Remove and Install,0.25,0.25
11332202,Pop Actuator - Front Door - LH (Remove & Replace),Remove and Replace,0.3,0.3
11332301,Pop Actuator - Front Door - RH (Remove & Install),Remove and Install,0.25,0.25
11332302,Pop Actuator - Front Door - RH (Remove & Replace),Remove and Replace,0.3,0.3
11332322,Link Seal - Front Door Drive Unit - LH (Remove & Replace),Remove and Replace,0.6,0.6
11332332,Link Seal - Front Door Drive Unit - RH (Remove & Replace),Remove and Replace,0.6,0.6
11332401,Module - Front Door Controller - LH (Remove & Install),Remove and Install,0.75,0.75
11332402,Module - Front Door Controller - LH (Remove & Replace),Remove and Replace,0.9,0.9
11332501,Module - Front Door Controller - RH (Remove & Install),Remove and Install,0.75,0.75
11332502,Module - Front Door Controller - RH (Remove & Replace),Remove and Replace,0.9,0.9
11332901,C-Clips - Strut - Hood - RH (Remove and Install),Remove and Install,0.05,0.05
11332902,C-Clips - Strut - Hood - RH (Remove and Replace),Remove and Replace,0.06,0.06
11333001,Switch - Rear Door - Door Mounted - LH (Remove & Install),Remove and Install,0.65,0.65
11333002,Switch - Rear Door - Door Mounted - LH (Remove & Replace),Remove and Replace,0.78,0.78
11333101,Switch - Rear Door - Door Mounted - RH (Remove & Install),Remove and Install,0.65,0.65
11333102,Switch - Rear Door - Door Mounted - RH (Remove & Replace),Remove and Replace,0.78,0.78
11333201,Module - Rear Door Controller - LH (Remove & Install),Remove and Install,0.5,0.5
11333202,Module - Rear Door Controller - LH (Remove & Replace),Remove and Replace,0.6,0.6
11333301,Module - Rear Door Controller - RH (Remove & Install),Remove and Install,0.5,0.5
11333302,Module - Rear Door Controller - RH (Remove & Replace),Remove and Replace,0.6,0.6
11333401,Ball Cap - Front Door Drive Unit - RH (Remove & Install),Remove and Install,0.05,0.05
11333402,Ball Cap - Front Door Drive Unit - RH (Remove and Replace),Remove and Replace,0.06,0.06
11333601,Ball Cap - Front Door Drive Unit - LH (Remove & Install),Remove and Install,0.05,0.05
11333602,Ball Cap - Front Door Drive Unit - LH (Remove and Replace),Remove and Replace,0.06,0.06
11333701,Switch - Rear Door - B-pillar - LH (Remove & Install),Remove and Install,0.1,0.1
11333702,Switch - Rear Door - B-pillar - LH (Remove and Replace),Remove and Replace,0.36,0.36
11333801,Switch - Rear Door - B-pillar - RH (Remove & Install),Remove and Install,0.1,0.1
11333802,Switch - Rear Door - B-pillar - RH (Remove and Replace),Remove and Replace,0.36,0.36
11334201,Power Strut - Liftgate (Remove & Install),Remove and Install,0.24,0.24
11334202,Power Strut - Liftgate (Remove & Replace),Remove and Replace,0.18,0.18
11334301,Sensor - Ultrasonic - Rear Door - RH (Remove & Install),Remove and Install,0.9,0.9
11334302,Sensor - Ultrasonic - Rear Door - RH (Remove & Replace),Remove and Replace,0.96,0.96
11334311,Sensor - Ultrasonic - Rear Door - LH (Remove & Install),Remove and Install,0.9,0.9
11334312,Sensor - Ultrasonic - Rear Door - LH (Remove & Replace),Remove and Replace,0.96,0.96
11334401,Gas Strut - Liftgate (Remove & Install),Remove and Install,0.06,0.06
11334402,Gas Strut - Liftgate (Remove & Replace),Remove and Replace,0.06,0.06
11334501,Module - Ultrasonic Door Sensors - LH (Remove & Install),Remove and Install,0.45,0.45
11334502,Module - Ultrasonic Door Sensors - LH (Remove & Replace),Remove and Replace,0.54,0.54
11334601,Module - Ultrasonic Door Sensors - RH (Remove & Install),Remove and Install,0.45,0.45
11334602,Module - Ultrasonic Door Sensors - RH (Remove & Replace),Remove and Replace,0.54,0.54
11334701,Carrier - Sensor - Ultrasonic - Rear Door - LH (Remove & Install),Remove and Install,1.05,1.05
11334702,Carrier - Sensor - Ultrasonic - Rear Door - LH (Remove & Replace),Remove and Replace,1.26,1.26
11334712,Ultrasonic Sensor Holder - Butyl - Rear Door - LH,Remove and Replace,0.84,0.84
11334901,Carrier - Sensor - Ultrasonic - Rear Door - RH (Remove & Install),Remove and Install,1.05,1.05
11334902,Carrier - Sensor - Ultrasonic - Rear Door - RH (Remove & Replace),Remove and Replace,1.26,1.26
11334912,Ultrasonic Sensor Holder - Butyl - Rear Door - RH,Remove and Replace,1.56,1.56
11335011,Liftgate Ball Stud - Set  (Remove & Install),Remove and Install,0.15,0.15
11335012,Liftgate Ball Stud - Set  (Remove & Replace),Remove and Replace,0.18,0.18
11335021,Module - Rear Door Electromechanical Controller - LH (Remove & Install),Remove and Install,1.6,1.6
11335022,Module - Rear Door Electromechanical Controller - LH (Remove & Replace),Remove and Replace,1.92,1.92
11335101,Power Strut - Liftgate - RH (Remove & Install),Remove and Install,0.2,0.2
11335401,Bumper - Liftgate - LH (Remove & Install),Remove and Install,0.05,0.05
11335402,Bumper - Liftgate - LH (Remove & Replace),Remove and Replace,0.06,0.06
11335411,Bumper - Liftgate - RH (Remove & Install),Remove and Install,0.05,0.05
11335412,Bumper - Liftgate - RH (Remove & Replace),Remove and Replace,0.06,0.06
11335501,Front Door Drive Unit - LH (Remove & Install),Remove and Install,0.72,0.72
11335502,Front Door Drive Unit - LH (Remove & Replace),Remove and Replace,0.72,0.72
11335601,Front Door Drive Unit - RH (Remove & Install),Remove and Install,0.72,0.72
11335602,Front Door Drive Unit - RH (Remove & Replace),Remove and Replace,0.72,0.72
11335612,Hinge - Liftgate  - LH (Remove & Replace),Remove and Replace,2.64,2.64
11336001,Rear Door Spring - Front - LH (Remove & Install),Remove and Install,3.48,3.48
11336002,Rear Door Spring - Front - LH (Remove & Replace),Remove and Replace,3.18,3.18
11336021,Module - Rear Door Electromechanical Controller - RH (Remove & Install),Remove and Install,1.6,1.6
11336022,Module - Rear Door Electromechanical Controller - RH (Remove & Replace),Remove and Replace,1.92,1.92
11336101,Rear Door Spring - Rear - LH (Remove & Install),Remove and Install,3.48,3.48
11336102,Rear Door Spring - Rear - LH (Remove & Replace),Remove and Replace,3.18,3.18
11336201,Rear Door Spring - Front - RH (Remove & Install),Remove and Install,3.42,3.42
11336202,Rear Door Spring - Front - RH (Remove & Replace),Remove and Replace,3.42,3.42
11336301,Rear Door Spring - Rear - RH (Remove & Install),Remove and Install,3.42,3.42
11336302,Rear Door Spring - Rear - RH (Remove & Replace),Remove and Replace,3.42,3.42
11336401,Hinge - Door - Front - Upper - LH (Remove & Install),Remove and Install,0.54,0.54
11336402,Hinge - Door - Front - Upper - LH (Remove & Replace),Remove and Replace,0.54,0.54
11336501,Hinge - Door - Front - Upper - RH (Remove & Install),Remove and Install,0.54,0.54
11336502,Hinge - Door - Front - Upper - RH (Remove & Replace),Remove and Replace,0.54,0.54
11336601,Hinge - Door - Front - Lower - LH (Remove & Install),Remove and Install,0.48,0.48
11336602,Hinge - Door - Front - Lower - LH (Remove & Replace),Remove and Replace,0.48,0.48
11336701,Hinge - Door - Front - Lower - RH (Remove & Install),Remove and Install,0.42,0.42
11336702,Hinge - Door - Front - Lower - RH (Remove & Replace),Remove and Replace,0.42,0.42
11337201,Trim Cover - Hinge - Rear Door - Fore - LH (Remove & Install),Remove and Install,2.22,2.22
11337202,Trim Cover - Hinge - Rear Door - Fore - LH (Remove & Replace),Remove and Replace,2.22,2.22
11337301,Trim Cover - Hinge - Rear Door - Fore - RH (Remove & Install),Remove and Install,2.22,2.22
11337302,Trim Cover - Hinge - Rear Door - Fore - RH (Remove & Replace),Remove and Replace,2.22,2.22
11337401,Trim Cover - Hinge - Rear Door - Aft - LH (Remove & Install),Remove and Install,2.22,2.22
11337402,Trim Cover - Hinge - Rear Door - Aft - LH (Remove & Replace),Remove and Replace,2.22,2.22
11337501,Trim Cover - Hinge - Rear Door - Aft - RH (Remove & Install),Remove and Install,2.22,2.22
11337502,Trim Cover - Hinge - Rear Door - Aft - RH (Remove & Replace),Remove and Replace,2.22,2.22
11338001,Rear Door Hinge - Primary - Front - LH (Remove & Install),Remove and Install,6.7,6.7
11338002,Rear Door Hinge - Primary - Front - LH (Remove & Replace),Remove and Replace,6.7,6.7
11338101,Rear Door Hinge - Primary - Rear - LH (Remove & Install),Remove and Install,5.7,5.7
11338102,Rear Door Hinge - Primary - Rear - LH (Remove & Replace),Remove and Replace,6.7,6.7
11338201,Rear Door Hinge - Primary - Front - RH (Remove & Install),Remove and Install,6.7,6.7
11338202,Rear Door Hinge - Primary - Front - RH (Remove & Replace),Remove and Replace,6.7,6.7
11338301,Rear Door Hinge - Primary - Rear - RH (Remove & Install),Remove and Install,5.7,5.7
11338302,Rear Door Hinge - Primary - Rear - RH (Remove & Replace),Remove and Replace,6.7,6.7
11338401,Rear Door Hinge - Primary - Pair (Remove & Install),Remove and Install,7.1,7.1
11338402,Rear Door Hinge - Primary - Pair (Remove & Replace),Remove and Replace,7.1,7.1
11338501,Rear Door Hinge - Secondary - Front - LH (Remove & Install),Remove and Install,1.05,1.05
11338502,Rear Door Hinge - Secondary - Front - LH (Remove & Replace),Remove and Replace,1.26,1.26
11338601,Rear Door Hinge - Secondary - Rear - LH (Remove & Install),Remove and Install,1.05,1.05
11338602,Rear Door Hinge - Secondary - Rear - LH (Remove & Replace),Remove and Replace,1.26,1.26
11338701,Rear Door Hinge - Secondary - Front - RH (Remove & Install),Remove and Install,1.05,1.05
11338702,Rear Door Hinge - Secondary - Front - RH (Remove & Replace),Remove and Replace,1.26,1.26
11338801,Rear Door Hinge - Secondary - Rear - RH (Remove & Install),Remove and Install,1.05,1.05
11338802,Rear Door Hinge - Secondary - Rear - RH (Remove & Replace),Remove and Replace,1.26,1.26
11338901,Rear Door Hinge - Secondary - Pair (Remove & Install),Remove and Install,1.65,1.65
11338902,Rear Door Hinge - Secondary - Pair (Remove & Replace),Remove and Replace,1.98,1.98
11339007,Realign Pin Placement to Enable Future Feature Updates,Modify,1.0,1.0
11339902,Link Seal - Front Door Drive Unit - RH (Remove and Replace),Remove and Replace,0.6,0.6
11350010,Diagnosis: Latch Integrity,General Diagnosis,0.6,0.6
11350020,Actuator Integrity Check,Test/Adjust,0.6,0.6
11350601,Cover - Lower Latch - Door - Rear - LH (Remove & Install),Remove and Install,0.05,0.05
11350602,Cover - Lower Latch - Door - Rear - LH (Remove & Replace),Remove and Replace,0.06,0.06
11350701,Cover - Lower Latch - Door - Rear - RH (Remove & Install),Remove and Install,0.05,0.05
11350702,Cover - Lower Latch - Door - Rear - RH (Remove & Replace),Remove and Replace,0.06,0.06
11350801,Latch - Door - Front - LH - 2nd Generation (Remove & Install),Remove and Install,0.5,0.5
11350802,Latch - Door - Front - LH - 2nd Generation (Remove & Replace),Remove and Replace,0.6,0.6
11350901,Latch - Door - Front - RH - 2nd Generation (Remove & Install),Remove and Install,0.5,0.5
11350902,Latch - Door - Front - RH - 2nd Generation (Remove & Replace),Remove and Replace,0.6,0.6
11351001,Latch - Door - Front - LH - 1st Generation (Remove & Install),Remove and Install,0.42,0.42
11351002,Latch - Door - Front - LH - 1st Generation (Remove & Replace),Remove and Replace,0.42,0.42
11351101,Latch - Door - Front - RH - 1st Generation (Remove & Install),Remove and Install,0.42,0.42
11351102,Latch - Door - Front - RH - 1st Generation (Remove & Replace),Remove and Replace,0.42,0.42
11351201,Pinch Sensor (1st row) - LH (Remove & Install),Remove and Install,0.4,0.4
11351202,Pinch Sensor (1st row) - LH (Remove & Replace),Remove and Replace,0.48,0.48
11351301,Pinch Sensor (1st row) - RH (Remove & Install),Remove and Install,0.4,0.4
11351302,Pinch Sensor (1st row) - RH (Remove & Replace),Remove and Replace,0.48,0.48
11351506,Latches - Door - Front - Both (Remove and Retrofit),Retrofit,2.64,2.64
11351701,Actuator - E Release - Door - Front - LH (Remove & Install),Remove and Install,0.24,0.24
11351702,Actuator - E Release - Door - Front - LH (Remove & Replace),Remove and Replace,0.24,0.24
11351805,Latch - Door - Lubricate,Maintenance,0.05,0.05
11351901,Actuator - E Release - Door - Front - RH (Remove & Install),Remove and Install,0.24,0.24
11351902,Actuator - E Release - Door - Front - RH (Remove & Replace),Remove and Replace,0.24,0.24
11352001,Latch - Hood (Remove & Install),Remove and Install,0.12,0.12
11352002,Latch - Hood (Remove & Replace),Remove and Replace,0.12,0.12
11352201,Actuator - Latch - Hood - Primary (Remove & Install),Remove and Install,0.42,0.42
11352202,Actuator - Latch - Hood - Primary (Remove & Replace),Remove and Replace,0.42,0.42
11352211,Cable - Latch - Hood - Primary (Remove & Install),Remove and Install,0.35,0.35
11352212,Cable - Latch - Hood - Primary (Remove & Replace),Remove and Replace,0.42,0.42
11352301,Actuator - Latch - Hood - Secondary (Remove & Install),Remove and Install,0.35,0.35
11352302,Actuator - Latch - Hood - Secondary (Remove & Replace),Remove and Replace,0.42,0.42
11352311,Cable - Latch - Hood - Secondary (Remove & Install),Remove and Install,0.35,0.35
11352312,Cable - Latch - Hood - Secondary (Remove & Replace),Remove and Replace,0.42,0.42
11352401,Actuator - Cinching (Remove & Install),Remove and Install,0.24,0.24
11352402,Actuator - Cinching (Remove & Replace),Remove and Replace,0.24,0.24
11352801,Switch - Liftgate - Interior (Remove & Install),Remove and Install,0.05,0.05
11352802,Switch - Liftgate - Interior (Remove & Replace),Remove and Replace,0.06,0.06
11352901,Striker - Hood (Remove & Install),Remove and Install,0.05,0.05
11352902,Striker - Hood (Remove & Replace),Remove and Replace,0.06,0.06
11353001,Striker - Door - Front - LH (Remove & Install),Remove and Install,0.06,0.06
11353002,Striker - Door - Front - LH (Remove & Replace),Remove and Replace,0.06,0.06
11353101,Striker - Door - Front - RH (Remove & Install),Remove and Install,0.06,0.06
11353102,Striker - Door - Front - RH (Remove & Replace),Remove and Replace,0.06,0.06
11353401,Striker - Liftgate (Remove & Install),Remove and Install,0.06,0.06
11353402,Striker - Liftgate (Remove & Replace),Remove and Replace,0.06,0.06
11353501,Cinching Actuator - Door - Rear - LH (Remove & Install),Remove and Install,1.05,1.05
11353502,Cinching Actuator - Door - Rear - LH (Remove & Replace),Remove and Replace,1.26,1.26
11353601,Cinching Actuator - Door - Rear - RH (Remove & Install),Remove and Install,1.05,1.05
11353602,Cinching Actuator - Door - Rear - RH (Remove & Replace),Remove and Replace,1.26,1.26
11353701,Latch - Door - Rear - LH  (Remove & Install),Remove and Install,0.85,0.85
11353702,Latch - Door - Rear - LH  (Remove & Replace),Remove and Replace,1.02,1.02
11353801,Latch - Door - Rear - RH  (Remove & Install),Remove and Install,0.85,0.85
11353802,Latch - Door - Rear - RH  (Remove & Replace),Remove and Replace,1.02,1.02
11354001,Striker - Door - Rear - LH (Remove & Install),Remove and Install,0.42,0.42
11354002,Striker - Door - Rear - LH (Remove & Replace),Remove and Replace,0.42,0.42
11354101,Striker - Door - Rear - RH (Remove & Install),Remove and Install,0.42,0.42
11354102,Striker - Door - Rear - RH (Remove & Replace),Remove and Replace,0.42,0.42
11354401,Pinch Sensor (2nd row) - Front - LH (Remove & Install),Remove and Install,0.35,0.35
11354402,Pinch Sensor (2nd row) - Front - LH (Remove & Replace),Remove and Replace,0.42,0.42
11354501,Pinch Sensor (2nd row) - Front - RH (Remove & Install),Remove and Install,0.35,0.35
11354502,Pinch Sensor (2nd row) - Front - RH (Remove & Replace),Remove and Replace,0.42,0.42
11354601,Pinch Sensor (2nd Row) - Rear - LH (Remove & Install),Remove and Install,0.85,0.85
11354602,Pinch Sensor (2nd Row) - Rear - LH (Remove & Replace),Remove and Replace,0.9,0.9
11354701,Pinch Sensor (2nd row) - Rear - RH (Remove & Install),Remove and Install,0.8,0.8
11354702,Pinch Sensor (2nd row) - Rear - RH (Remove & Replace),Remove and Replace,0.96,0.96
11355001,Latch - Liftgate (Remove & Install),Remove and Install,0.24,0.24
11355002,Latch - Liftgate (Remove & Replace),Remove and Replace,0.24,0.24
11357001,Exterior Release Switch - Liftgate (Remove & Install),Remove and Install,0.96,0.96
11357002,Exterior Release Switch - Liftgate (Remove & Replace),Remove and Replace,0.96,0.96
11358001,Pinch Sensor - Forward - Liftgate (Remove and Install),Remove and Install,0.3,0.3
11358002,Pinch Sensor - Forward - Liftgate (Remove & Replace),Remove and Replace,0.3,0.3
11358102,Pinch Sensor - Liftgate - LH,Remove and Replace,0.66,0.66
11358202,Pinch Sensor - Liftgate - RH,Remove and Replace,0.66,0.66
11365001,Module - Rear Door Electromechanical Controller - LH (Remove & Install),Remove and Install,1.6,1.6
11366001,Module - Rear Door Electromechanical Controller - RH (Remove & Install),Remove and Install,1.6,1.6
11401001,Handle - Interior Release - Door - Front - LH (Remove & Install),Remove and Install,0.2,0.2
11401002,Handle - Interior Release - Door - Front - LH (Remove & Replace),Remove and Replace,0.24,0.24
11401101,Handle - Interior Release - Door - Front - RH (Remove & Install),Remove and Install,0.2,0.2
11401102,Handle - Interior Release - Door - Front - RH (Remove & Replace),Remove and Replace,0.24,0.24
11451001,Handle Carrier - Exterior Release - Door - Front - LH (Remove & Install),Remove and Install,0.54,0.54
11451002,Handle Carrier - Exterior Release - Door - Front - LH (Remove & Replace),Remove and Replace,0.54,0.54
11451101,Handle Carrier - Exterior Release - Door - Front - RH (Remove & Install),Remove and Install,0.54,0.54
11451102,Handle Carrier - Exterior Release - Door - Front - RH (Remove & Replace),Remove and Replace,0.54,0.54
11451301,Bezel - Exterior Door Handle - Front - LH (Remove & Install),Remove and Install,0.1,0.1
11451302,Bezel - Exterior Door Handle - Front - LH (Remove & Replace),Remove and Replace,0.12,0.12
11451401,Bezel - Exterior Door Handle - Front - RH (Remove & Install),Remove and Install,0.1,0.1
11451402,Bezel - Exterior Door Handle - Front - RH (Remove & Replace),Remove and Replace,0.12,0.12
11451501,Bezel - Exterior Door Handle - Rear - LH (Remove & Install),Remove and Install,0.1,0.1
11451502,Bezel - Exterior Door Handle - Rear - LH (Remove & Replace),Remove and Replace,0.12,0.12
11451601,Bezel - Exterior Door Handle - Rear - RH (Remove & Install),Remove and Install,0.1,0.1
11451602,Bezel - Exterior Door Handle - Rear - RH (Remove & Replace),Remove and Replace,0.12,0.12
11452001,Handle Carrier - Exterior Release - Door - Rear - LH (Remove & Install),Remove and Install,0.84,0.84
11452002,Handle Carrier - Exterior Release - Door - Rear - LH (Remove & Replace),Remove and Replace,0.84,0.84
11452101,Handle Carrier - Exterior Release - Door - Rear - RH (Remove & Install),Remove and Install,0.84,0.84
11452102,Handle Carrier - Exterior Release - Door - Rear - RH (Remove & Replace),Remove and Replace,0.84,0.84
11500004,Moving Glass Wind Noise Diagnosis,General Diagnosis,0.75,0.75
11500010,Window Regulator (Recalibrate),Maintenance,0.06,0.06
11500101,Door Glass - LH - Front (Remove & Install),Remove and Install,0.24,0.24
11500102,Door Glass - LH - Front (Remove & Replace),Remove and Replace,0.66,0.66
11500201,Door Glass - RH - Front (Remove & Install),Remove and Install,0.24,0.24
11500202,Door Glass - RH - Front (Remove & Replace),Remove and Replace,0.24,0.24
11500301,Door Glass - LH - Rear (Remove & Install),Remove and Install,0.8,0.8
11500302,Door Glass - LH - Rear (Remove & Replace),Remove and Replace,0.96,0.96
11500401,Door Glass - RH - Rear (Remove & Install),Remove and Install,0.96,0.96
11500402,Door Glass - RH - Rear (Remove & Replace),Remove and Replace,0.96,0.96
11500501,Door Glass Assembly - Rear - Upper - LH (Remove & Install),Remove and Install,0.6,0.6
11500502,Door Glass Assembly - Rear - Upper - LH (Remove & Replace),Remove and Replace,0.42,0.42
11500601,Door Glass Assembly - Rear - Upper - RH (Remove & Install),Remove and Install,0.6,0.6
11500602,Door Glass Assembly - Rear - Upper - RH (Remove & Replace),Remove and Replace,0.6,0.6
11501006,Channel - Glass Run - Front - LH,Retrofit,0.3,0.3
11501106,Channel - Glass Run - Front - RH,Retrofit,0.3,0.3
11501401,Fixed Glass - Front Door - LH (Remove & Install),Remove and Install,0.5,0.5
11501402,Fixed Glass - Front Door - LH (Remove & Replace),Remove and Replace,0.6,0.6
11501501,Fixed Glass - Front Door - RH (Remove & Install),Remove and Install,0.5,0.5
11501502,Fixed Glass - Front Door - RH (Remove & Replace),Remove and Replace,0.6,0.6
